,sumber,Judul,bidang,kategori
880,mau belajar apa,Learn How To Apply Ecoprint On Tote Bag,craft,art
881,mau belajar apa,Learn The Basic Of Clay Sculpting,craft,art
882,mau belajar apa,Belajar Membuat Puding Lapis Surabaya Dengan Chef Yuliana,baking,pengembangan-diri
883,mau belajar apa,Belajar Membuat Dessert Puding Bentuk Sushi Dan Sashimi,baking,pengembangan-diri
884,mau belajar apa,Belajar Membuat Silky Pudding (Puding Sutera) Aneka Rasa ala Cafe bersama Chef Siu Erl,baking,pengembangan-diri
885,mau belajar apa,Belajar Membuat Aneka Keju (Homemade Cheesemaking),baking,pengembangan-diri
886,mau belajar apa,Belajar Membuat Aneka 3D Jelly Art,baking,pengembangan-diri
887,mau belajar apa,Belajar Membangun Usaha Bakery Dengan Modal Minim,baking,pengembangan-diri
888,mau belajar apa,Belajar Memulai Usaha Avocado Pudding (Puding Alpukat) ala Cafe Dengan Chef Hadi,baking,pengembangan-diri
889,mau belajar apa,Belajar Membuat Kroket Ayam Keju yang Mudah dan Siap untuk Dijual Dengan Chef Yongki,baking,pengembangan-diri
890,mau belajar apa,Learn How To Make Natural Soap,body-care-soap-lotion-shampoo,business
891,mau belajar apa,"Learn How To Make Body Scrub, Body Butter And Massage Oil",body-care-soap-lotion-shampoo,business
892,mau belajar apa,Learn How To Make Traditional and Modern Postpartum Products,body-care-soap-lotion-shampoo,business
893,mau belajar apa,Learn How To Make Coffee Body Scrub,body-care-soap-lotion-shampoo,business
894,mau belajar apa,Belajar Membuat Sabun Alami Dari Jus Segar,body-care-soap-lotion-shampoo,business
895,mau belajar apa,Learn The Basic of Cold Process Soap Making with Natural Ingredients,body-care-soap-lotion-shampoo,business
896,mau belajar apa,Learn How To Make Solid Perfume And Lotion Stick,body-care-soap-lotion-shampoo,business
897,mau belajar apa,Learn How to Make Proper Hand Sanitizer,body-care-soap-lotion-shampoo,business
898,mau belajar apa,Belajar Penggunaan Microsoft Excel untuk Analisa Data,big-data-analytic,teknologi
899,mau belajar apa,(Livestream) Learn The Introduction To Deep Learning Of Statistics And Data Analysis,big-data-analytic,teknologi
900,mau belajar apa,(14 Sessions) Learn All About Data Visualization Specialization (Day Class),big-data-analytic,teknologi
901,mau belajar apa,(Livestream) Learn How Big Data And AI Can Help Against COVID 19,big-data-analytic,teknologi
902,mau belajar apa,(39 Sessions) (Regular Class) Learn All About Data Visualization And Machine Learning Specialization (Day Class),big-data-analytic,teknologi
903,mau belajar apa,(30 Sessions) Learn All About Machine Learning Specialization (Day Class),big-data-analytic,teknologi
904,mau belajar apa,(14 Sessions) Learn All About Data Visualization Specialization (Night Class),big-data-analytic,teknologi
905,mau belajar apa,(Livestream) Learn The Introduction To Data Science,big-data-analytic,teknologi
906,sekolahmu,Sekolah Cikal - TK B - Bahasa Inggris,KELASMU,None
907,sekolahmu,Sekolah Cikal-Kelas 9-Pendidikan Agama Hindu,KELASMU,None
908,sekolahmu,Sekolah Cikal-Kelas 1-Pendidikan Agama Hindu,KELASMU,None
909,sekolahmu,Sekolah Cikal-TKA-Pendidikan Agama Hindu,KELASMU,None
910,sekolahmu,Agama Kristen Protestan Kelas IX SMP - Dinas Pendidikan Jakarta,KELASMU,None
911,sekolahmu,Bahasa Indonesia Kelas X SMA - Dinas Pendidikan Jakarta,KELASMU,None
912,sekolahmu,Bahasa Indonesia  Kelas VIII SMP - Dinas Pendidikan Jakarta,KELASMU,None
913,sekolahmu,Penjas-kelas 7-smpn125,KELASMU,None
914,sekolahmu,PJOK Kelas XI SMA-Dinas Pendidikan Jakarta,KELASMU,None
915,sekolahmu,IPA Kelas 7 SMP - Dinas Pendidikan Jakarta,KELASMU,None
916,sekolahmu,Matematika Kelas XI SMK - Dinas Pendidikan Jakarta,KELASMU,None
917,sekolahmu,Biologi Kelas X - SMA Negeri 33 Jakarta,KELASMU,None
918,sekolahmu,Sekolah Cikal - TK B (Sample),KELASMU,None
919,sekolahmu,Digital Marketing,PRAKERJA,pengembangan-diri
920,sekolahmu,Sosiologi Kelas XI SMA-Dinas Pendidikan Jakarta,KELASMU,None
921,sekolahmu,Pendidikan Agama Islam dan Budi Pekerti Kelas XI SMK - Dinas Pendidikan Jakarta,KELASMU,None
922,sekolahmu,SMA Kelas 10 (Geografi) - Dinas Pendidikan DKI,KELASMU,None
923,sekolahmu,Membuat Dashboard Laporan Interaktif Dengan Excel,PRAKERJA,pengembangan-diri
924,sekolahmu,SMP Kelas 7 IPS - Dinas Pendidikan DKI,KELASMU,None
925,sekolahmu,Bahasa Indonesia Kelas IX SMP - Dinas Pendidikan DKI,KELASMU,None
926,sekolahmu,Pendidikan Agama Islam dan Budi Pekerti Kelas VIII SMP - DInas Pendidikan DKI,KELASMU,None
927,sekolahmu,Biologi XI SMA MIPA - Dinas Pendidikan DKI,KELASMU,None
928,sekolahmu,Fisika Kelas X SMA - Dinas Pendidikan Jakarta,KELASMU,None
929,sekolahmu,Kelas PAUD TK A – Dinas Pendidikan DKI,KELASMU,None
930,sekolahmu,Seni Budaya Kelas VIII SMP - Dinas Pendidikan Jakarta,KELASMU,None
931,sekolahmu,IPA Kelas IX SMP - Dinas Pendidikan Jakarta,KELASMU,None
932,sekolahmu,PJOK Kelas X SMK - Dinas Pendidikan Jakarta,KELASMU,None
933,sekolahmu,Agama Kristen SMP Kelas VII - Dinas Pendidikan Jakarta,KELASMU,None
934,sekolahmu,Web Desain,PRAKERJA,pengembangan-diri
935,sekolahmu,"Mudahnya  desain pin, mug, banner, kaos distro dan manipulasi foto dengan coreldraw dan photoshop",PRAKERJA,pengembangan-diri
936,sekolahmu,Cepat Cakap Inggris Khusus Presentasi,PRAKERJA,pengembangan-diri
937,sekolahmu,Pengantar Membuat Konten Pemasaran,PRAKERJA,pengembangan-diri
938,sekolahmu,Hardskill & Softskill Persiapan Kerja,PRAKERJA,pengembangan-diri
939,sekolahmu,Kelas 3 SD – Dinas Pendidikan DKI,KELASMU,None
940,sekolahmu,Biologi Kelas 12 SMA/K Dinas Pendidikan DKI,KELASMU,None
941,sekolahmu,Geografi Kelas 12 SMA/K Dinas Pendidikan DKI,KELASMU,None
942,sekolahmu,Sosiologi Kelas 12 SMA/K Dinas Pendidikan DKI,KELASMU,None
943,sekolahmu,Fisika Kelas 12 SMA/K Dinas Pendidikan DKI,KELASMU,None
944,sekolahmu,Kimia Kelas 12 SMA/K Dinas Pendidikan DKI,KELASMU,None
945,sekolahmu,Matematika Peminatan IPA Kelas 12 SMA/K Dinas Pendidikan DKI,KELASMU,None
946,sekolahmu,Matematika Peminatan IPS Kelas 12 SMA/K Dinas Pendidikan DKI,KELASMU,None
947,sekolahmu,Biologi Kelas 11 SMA/K Dinas Pendidikan DKI,KELASMU,None
948,sekolahmu,Ekonomi Kelas 11 SMA/K Dinas Pendidikan DKI,KELASMU,None
949,sekolahmu,Geografi Kelas 11 SMA/K Dinas Pendidikan DKI,KELASMU,None
950,sekolahmu,Sosiologi Kelas 11 SMA/K Dinas Pendidikan DKI,KELASMU,None
951,sekolahmu,Fisika Kelas 11 SMA/K Dinas Pendidikan DKI,KELASMU,None
952,sekolahmu,Kimia Kelas 11 SMA/K Dinas Pendidikan DKI,KELASMU,None
953,sekolahmu,Matematika Peminatan IPA Kelas 11 SMA/K Dinas Pendidikan DKI,KELASMU,None
954,sekolahmu,Matematika Peminatan IPS Kelas 11 – SMA/K Dinas Pendidikan DKI,KELASMU,None
955,sekolahmu,Matematika Peminatan IPA Kelas 10 SMA/K Dinas Pendidikan DKI,KELASMU,None
956,sekolahmu,Kimia Kelas 10 SMA/K Dinas Pendidikan DKI,KELASMU,None
957,sekolahmu,Sosiologi Kelas 10 SMA/K Dinas Pendidikan DKI,KELASMU,None
958,sekolahmu,Geografi Kelas 10 SMA/K Dinas Pendidikan DKI,KELASMU,None
959,sekolahmu,Ekonomi Kelas 10 SMA/K Dinas Pendidikan DKI,KELASMU,None
960,sekolahmu,Biologi Kelas 10 SMA/K Dinas Pendidikan DKI,KELASMU,None
961,sekolahmu,Kelas PAUD TK B – Dinas Pendidikan DKI,KELASMU,None
962,sekolahmu,Kelas PAUD 1-4 Tahun – Dinas Pendidikan DKI,KELASMU,None
963,sekolahmu,Kelas PAUD 2 & 3 Tahun – Dinas Pendidikan DKI,KELASMU,None
964,sekolahmu,Kelas PAUD 1 & 2 Tahun – Dinas Pendidikan DKI,KELASMU,None
965,sekolahmu,Kelas 9 SMP – Dinas Pendidikan DKI,KELASMU,None
966,sekolahmu,Kelas 9 SMP – Dinas Pendidikan DKI,KELASMU,None
967,sekolahmu,Kelas 8 SMP – Dinas Pendidikan DKI,KELASMU,None
968,sekolahmu,Kelas 7 SMP – Dinas Pendidikan DKI,KELASMU,None
969,sekolahmu,Kelas 6 SD – Dinas Pendidikan DKI,KELASMU,None
970,sekolahmu,Kelas 5 SD – Dinas Pendidikan DKI,KELASMU,None
971,sekolahmu,Kelas 4 SD – Dinas Pendidikan DKI,KELASMU,None
972,sekolahmu,Kelas 2 SD – Dinas Pendidikan DKI,KELASMU,None
973,sekolahmu,Kelas 1 SD – Dinas Pendidikan DKI,KELASMU,None
974,sekolahmu,Fakta di Balik Virus Corona,KELASMU,None
975,sekolahmu,Virus Corona itu Apa sih?,KELASMU,None
976,sekolahmu,Belajar Virus Corona Bareng Anak,KELASMU,None
977,sekolahmu,Digital Parenting – Keluarga Kita,KELASMU,None
978,sekolahmu,Nonton Bareng Guru Merdeka Belajar,KELASMU,None
979,sekolahmu,Merdeka Belajar dengan Teknologi Bersama Sekolahmu,KELASMU,None
980,sekolahmu,Berkenalan dengan Sekolahmu! (Murid),KELASMU,None
981,sekolahmu,Berkenalan dengan Sekolahmu! (Guru),KELASMU,None
982,sekolahmu,Berkenalan dengan Sekolahmu! (Orang Tua),KELASMU,None
983,sekolahmu,Mari Main!,KELASMU,None
984,sekolahmu,Auditor Muda – PwC,KARIERMU,pengembangan-diri
985,sekolahmu,JAGO MATEMATIKA IPS 12,UJIANMU,None
986,sekolahmu,SIAP Ujian Nasional SMP,UJIANMU,None
987,sekolahmu,SIAP Ujian Nasional SMA: IPS #1,UJIANMU,None
988,sekolahmu,SIAP Ujian Nasional SMA : IPA #1,UJIANMU,None
989,sekolahmu,What in the World?,KELASMU,None
990,sekolahmu,#KamuSMK – Kawan Muda SMK,KARIERMU,pengembangan-diri
991,sekolahmu,Pemetaan SMB,KELASMU,None
992,sekolahmu,Prinsip CINTA – Keluarga Kita,KELASMU,None
993,sekolahmu,Content Creator Muda – Inibudi (Batch 2),KARIERMU,pengembangan-diri
994,sekolahmu,Menjadi Guru Merdeka Berkarya Bersama Sekolahmu,KELASMU,None
995,sekolahmu,Desain Pengajaran Abad ke-21 – Sekolahmu,KELASMU,None
996,sekolahmu,Sukses Mudah Interview Kerja,PRAKERJA,pengembangan-diri
997,sekolahmu,Menambah Penghasilan dengan Menjadi Guru Online,PRAKERJA,pengembangan-diri
998,sekolahmu,JUARA BICARA Bersama Zivanna Letisha,PRAKERJA,pengembangan-diri
999,sekolahmu,Kewirausahaan - Menyusun Rencana Bisnis,PRAKERJA,pengembangan-diri
1000,sekolahmu,Manajemen Warung Kopi,PRAKERJA,pengembangan-diri
1001,sekolahmu,Belajar Programming: Intro to Website,PRAKERJA,pengembangan-diri
1002,sekolahmu,Membuat Website Gratis dengan Google Sites dan Google Drive,PRAKERJA,pengembangan-diri
1003,sekolahmu,Jago Presentasi di Mana Saja,PRAKERJA,pengembangan-diri
1004,sekolahmu,Mendapatkan Dollar Pertama dari Freelance,PRAKERJA,pengembangan-diri
1005,sekolahmu,Fotografi untuk Pemula,PRAKERJA,pengembangan-diri
1006,sekolahmu,Belajar Programming Tanpa Coding,PRAKERJA,pengembangan-diri
1007,sekolahmu,Desain Poster dengan Canva di Android,PRAKERJA,pengembangan-diri
1008,sekolahmu,Kelas Kilat Bahasa Inggris Dasar Karyawan,PRAKERJA,pengembangan-diri
1009,sekolahmu,Berjualan dan Jadi Top Seller di Shopee,PRAKERJA,pengembangan-diri
1010,sekolahmu,Berjualan dan Jadi Top Seller di Tokopedia,PRAKERJA,pengembangan-diri
1011,sekolahmu,Pastry and Bakery 2: Short Pastry,PRAKERJA,pengembangan-diri
1012,sekolahmu,Teknik Wawancara Kerja (Bahasa & Inggris),PRAKERJA,pengembangan-diri
1013,sekolahmu,"Membangun CV, Resume, Surat Lamaran Kerja",PRAKERJA,pengembangan-diri
1014,sekolahmu,Mengenali Potensi Diri,PRAKERJA,pengembangan-diri
1015,sekolahmu,Eksplorasi Profesi dan Melamar Kerja,PRAKERJA,pengembangan-diri
1016,sekolahmu,Pelatihan Barista Kopi,PRAKERJA,pengembangan-diri
1017,sekolahmu,Kelas 2 SD – Dinas Pendidikan DKI,KELASMU,None
1018,sekolahmu,Virus Corona itu Apa sih?,KELASMU,None
1019,sekolahmu,Belajar Virus Corona Bareng Anak,KELASMU,None
1020,sekolahmu,Prinsip CINTA – Keluarga Kita,KELASMU,None
1021,sekolahmu,Kelas Merdeka Belajar – Kampus Guru Cikal,KELASMU,None
1022,sekolahmu,IPS Kelas IX SMP - Dinas Pendidikan Jakarta,KELASMU,None
1023,sekolahmu,Bahasa Indonesia Kelas 7 SMP - Dinas Pendidikan Jakarta,KELASMU,None
1024,sekolahmu,Pend Agama Katolik dan Budi Pekerti Kelas VIII SMP - Dinas Pendidikan Jakarta,KELASMU,None
1025,sekolahmu,Membacakan Cerita,KELASMU,None
1026,sekolahmu,Menjadi Fasilitator Belajar Guru Sekolahmu,KELASMU,None
1027,sekolahmu,JAGO SOSIOLOGI 12,UJIANMU,None
1028,sekolahmu,JAGO SOSIOLOGI 11,UJIANMU,None
1029,sekolahmu,Peran Guru dalam Pendidikan Abad ke-21,KELASMU,None
1030,sekolahmu,Contoh Aktivitas Online di Sekolahmu,KELASMU,None
1031,sekolahmu,Konsumsi Ramah Lingkungan – WWF,KELASMU,None
1032,sekolahmu,JAGO EKONOMI 10,UJIANMU,None
1033,sekolahmu,JAGO BIOLOGI 10,UJIANMU,None
1034,sekolahmu,Digital Marketer Muda – Think.Web,KARIERMU,pengembangan-diri
1035,sekolahmu,Ayo Berakhlak Mulia,KELASMU,None
1036,sekolahmu,Merancang Program Belajar di Sekolahmu,KELASMU,None
1037,sekolahmu,YouTuber Muda – Think.Web,KARIERMU,pengembangan-diri
1038,sekolahmu,Voice of the Youth,KELASMU,None
1039,sekolahmu,Transformasi Energi,KELASMU,None
1040,sekolahmu,Shoe Designer Muda – Brodo,KARIERMU,pengembangan-diri
1041,sekolahmu,Serunya Belajar Karate,KELASMU,None
1042,sekolahmu,Ragam Hias pada Tekstil,KELASMU,None
1043,sekolahmu,PR Intern – Nutrifood,KARIERMU,pengembangan-diri
1044,sekolahmu,Pengelolaan Aset,KELASMU,None
1045,sekolahmu,Pengacara Muda – Assegaf Hamzah & Partners,KARIERMU,pengembangan-diri
1046,sekolahmu,Peluang dan Statistika,KELASMU,None
1047,sekolahmu,Makeup Artist Muda – The Body Shop,KARIERMU,pengembangan-diri
1048,sekolahmu,Membuat Konten Digital Pengajaran Abad ke-21,KELASMU,None
1049,sekolahmu,Kelas Merdeka Belajar – Kampus Guru Cikal,KELASMU,None
1050,sekolahmu,JAGO SOSIOLOGI 10,UJIANMU,None
1051,sekolahmu,JAGO MATEMATIKA IPS 10,UJIANMU,None
1052,sekolahmu,JAGO MATEMATIKA IPA 12,UJIANMU,None
1053,sekolahmu,JAGO MATEMATIKA IPA 11,UJIANMU,None
1054,sekolahmu,JAGO MATEMATIKA IPA 10,UJIANMU,None
1055,sekolahmu,JAGO KIMIA 12,UJIANMU,None
1056,sekolahmu,Cepat Cakap Inggris Khusus Pramusaji F&B,PRAKERJA,pengembangan-diri
1057,sekolahmu,Cepat Cakap Mandarin Khusus Job Interview (3 bulan),PRAKERJA,pengembangan-diri
1058,sekolahmu,Cepat Cakap Mandarin Khusus Job Interview,PRAKERJA,pengembangan-diri
1059,sekolahmu,Cepat Cakap Inggris Khusus Front Office (3 bulan),PRAKERJA,pengembangan-diri
1060,sekolahmu,Cepat Cakap Inggris Khusus Front Office,PRAKERJA,pengembangan-diri
1061,sekolahmu,Cepat Cakap Inggris Khusus Presentasi (3 bulan),PRAKERJA,pengembangan-diri
1062,sekolahmu,Kelas Kilat: Melamar Kerja Secara Online,PRAKERJA,pengembangan-diri
1063,sekolahmu,Cepat Cakap Inggris Khusus Ojek Online,PRAKERJA,pengembangan-diri
1064,sekolahmu,Facebook Marketing for Business,PRAKERJA,pengembangan-diri
1065,sekolahmu,JUARA BICARA Bersama Zivanna Letisha,PRAKERJA,pengembangan-diri
1066,sekolahmu,Kewirausahaan - Menyusun Rencana Bisnis,PRAKERJA,pengembangan-diri
1067,sekolahmu,Manajemen Warung Kopi,PRAKERJA,pengembangan-diri
1068,sekolahmu,Belajar Programming: Intro to Website,PRAKERJA,pengembangan-diri
1069,sekolahmu,Membuat Website Gratis dengan Google Sites dan Google Drive,PRAKERJA,pengembangan-diri
1070,sekolahmu,Pengenalan Tools & Function Microsoft Excel,PRAKERJA,pengembangan-diri
1071,sekolahmu,Jago Presentasi di Mana Saja,PRAKERJA,pengembangan-diri
1072,sekolahmu,Mendapatkan Dollar Pertama dari Freelance,PRAKERJA,pengembangan-diri
1073,sekolahmu,Fotografi untuk Pemula,PRAKERJA,pengembangan-diri
1074,sekolahmu,Belajar Programming Tanpa Coding,PRAKERJA,pengembangan-diri
1075,sekolahmu,Cara Cepat Dapat Kerja Pertama,PRAKERJA,pengembangan-diri
1076,sekolahmu,Komunikasi Pemasaran,PRAKERJA,pengembangan-diri
1077,sekolahmu,Desain Poster dengan Canva di Android,PRAKERJA,pengembangan-diri
1078,sekolahmu,Jago Speaking Level 1,PRAKERJA,pengembangan-diri
1079,sekolahmu,Kelas Kilat Bahasa Inggris Dasar Karyawan,PRAKERJA,pengembangan-diri
1080,sekolahmu,Kelas Kilat Bahasa Inggris Job Interview,PRAKERJA,pengembangan-diri
1081,sekolahmu,Penguasaan Mahir Bahasa Asing (Inggris),PRAKERJA,pengembangan-diri
1082,sekolahmu,Aneka Resep Jajanan Rumahan,PRAKERJA,pengembangan-diri
1083,sekolahmu,Editing Video (Power Director) untuk Jualan Online,PRAKERJA,pengembangan-diri
1084,sekolahmu,Editing Foto (Snapseed) untuk Jualan Online,PRAKERJA,pengembangan-diri
1085,sekolahmu,Berjualan dan Jadi Top Seller di Shopee,PRAKERJA,pengembangan-diri
1086,sekolahmu,Kelas Kilat: Persiapan Wawancara Kerja,PRAKERJA,pengembangan-diri
1087,sekolahmu,Berjualan dan Jadi Top Seller di Lazada,PRAKERJA,pengembangan-diri
1088,sekolahmu,Berjualan dan Jadi Top Seller di Tokopedia,PRAKERJA,pengembangan-diri
1089,sekolahmu,"Teknik Bicara Depan Umum (Bahasa, Inggris)",PRAKERJA,pengembangan-diri
1090,sekolahmu,Teknik Memasarkan Kemampuan Diri di Dunia Kerja (Bahasa),PRAKERJA,pengembangan-diri
1091,sekolahmu,English Learning - Menjadi Tour Guide dalam 3 jam,PRAKERJA,pengembangan-diri
1092,sekolahmu,Pastry and Bakery 2: Short Pastry,PRAKERJA,pengembangan-diri
1093,sekolahmu,English For Tourism,PRAKERJA,pengembangan-diri
1094,sekolahmu,Membuat Master Slide Presentasi Menggunakan Microsoft Power Point,PRAKERJA,pengembangan-diri
1095,sekolahmu,Keterampilan Komunikasi bagi Pencari Kerja,PRAKERJA,pengembangan-diri
1096,sekolahmu,Mengolah dan Menampilkan Data Analisis Menggunakan Pivot Table pada Microsoft Excel,PRAKERJA,pengembangan-diri
1097,sekolahmu,Pengenalan Microsoft Word Tingkat Pemula,PRAKERJA,pengembangan-diri
1098,sekolahmu,Persiapan Mencari Kerja (PerCaKa),PRAKERJA,pengembangan-diri
1099,sekolahmu,Pelatihan Pastry and Bakery 1: Bread,PRAKERJA,pengembangan-diri
1100,sekolahmu,Teknik Wawancara Kerja (Bahasa & Inggris),PRAKERJA,pengembangan-diri
1101,sekolahmu,Pitching,PRAKERJA,pengembangan-diri
1102,sekolahmu,Menghadapi Wawancara Kerja & Seleksi Lainnya,PRAKERJA,pengembangan-diri
1103,sekolahmu,"Membangun CV, Resume, Surat Lamaran Kerja",PRAKERJA,pengembangan-diri
1104,sekolahmu,Eksis di Google Menggunakan Google My Business,PRAKERJA,pengembangan-diri
1105,sekolahmu,Mengenali Potensi Diri,PRAKERJA,pengembangan-diri
1106,sekolahmu,Eksplorasi Profesi dan Melamar Kerja,PRAKERJA,pengembangan-diri
1107,sekolahmu,Cara membuat program di Sekolahmu (program untuk guru),PRAKERJA,pengembangan-diri
1108,sekolahmu,Financial Wellbeing,PRAKERJA,pengembangan-diri
1109,sekolahmu,Project Management,PRAKERJA,pengembangan-diri
1110,sekolahmu,Pelatihan Barista Kopi,PRAKERJA,pengembangan-diri
1111,sekolahmu,Marketing Optimization from Facebook & Instagram,PRAKERJA,pengembangan-diri
1112,sekolahmu,Cepat Cakap Inggris Khusus Ojek Online (3 bulan),PRAKERJA,pengembangan-diri
1113,sekolahmu,Cepat Cakap Inggris Khusus Job Interview,PRAKERJA,pengembangan-diri
1114,sekolahmu,Cepat Cakap Inggris Khusus Job Interview (3 bulan),PRAKERJA,pengembangan-diri
1115,sekolahmu,Introduction to Big Data,PRAKERJA,pengembangan-diri
1116,sekolahmu,JAGO KIMIA 11,UJIANMU,None
1117,sekolahmu,JAGO KIMIA 10,UJIANMU,None
1118,sekolahmu,JAGO GEOGRAFI 12,UJIANMU,None
1119,sekolahmu,JAGO GEOGRAFI 11,UJIANMU,None
1120,sekolahmu,JAGO GEOGRAFI 10,UJIANMU,None
1121,sekolahmu,JAGO FISIKA 12,UJIANMU,None
1122,sekolahmu,JAGO FISIKA 11,UJIANMU,None
1123,sekolahmu,JAGO FISIKA 10,UJIANMU,None
1124,sekolahmu,JAGO EKONOMI 11,UJIANMU,None
1125,sekolahmu,JAGO BIOLOGI 12,UJIANMU,None
1126,sekolahmu,JAGO BIOLOGI 11,UJIANMU,None
1127,sekolahmu,Guru Muda – Cikal,KARIERMU,pengembangan-diri
1128,sekolahmu,Guru Merdeka Belajar – Kampus Guru Cikal,KELASMU,None
1129,sekolahmu,Functional Fitness,KELASMU,None
1130,sekolahmu,Fasilitator Pengajaran Abad ke-21 – Sekolahmu,KELASMU,None
1131,sekolahmu,Fashion Marketer Muda – MMAC,KARIERMU,pengembangan-diri
1132,sekolahmu,Fashion Designer Muda – MMAC,KARIERMU,pengembangan-diri
1133,sekolahmu,Digital Marketer Muda – Brodo,KARIERMU,pengembangan-diri
1134,sekolahmu,Content Creator Muda – Inibudi,KARIERMU,pengembangan-diri
1135,sekolahmu,Desain Cita-cita,KELASMU,None
1136,sekolahmu,Belajar Bermain Musik,KELASMU,None
1137,sekolahmu,Content Strategist Muda – The Body Shop,KARIERMU,pengembangan-diri
1138,sekolahmu,Sekolah Cikal - TK B - Bahasa Inggris,KELASMU,None
1139,sekolahmu,Sekolah Cikal-Kelas 9-Pendidikan Agama Hindu,KELASMU,None
1140,sekolahmu,Sekolah Cikal-Kelas 1-Pendidikan Agama Hindu,KELASMU,None
1141,sekolahmu,Sekolah Cikal-TKA-Pendidikan Agama Hindu,KELASMU,None
1142,sekolahmu,Agama Kristen Protestan Kelas IX SMP - Dinas Pendidikan Jakarta,KELASMU,None
1143,sekolahmu,Bahasa Indonesia Kelas X SMA - Dinas Pendidikan Jakarta,KELASMU,None
1144,sekolahmu,Bahasa Indonesia  Kelas VIII SMP - Dinas Pendidikan Jakarta,KELASMU,None
1145,sekolahmu,Penjas-kelas 7-smpn125,KELASMU,None
1146,sekolahmu,PJOK Kelas XI SMA-Dinas Pendidikan Jakarta,KELASMU,None
1147,sekolahmu,IPA Kelas 7 SMP - Dinas Pendidikan Jakarta,KELASMU,None
1148,sekolahmu,Matematika Kelas XI SMK - Dinas Pendidikan Jakarta,KELASMU,None
1149,sekolahmu,Biologi Kelas X - SMA Negeri 33 Jakarta,KELASMU,None
1150,sekolahmu,Sekolah Cikal - TK B (Sample),KELASMU,None
1151,sekolahmu,Digital Marketing,PRAKERJA,pengembangan-diri
1152,sekolahmu,Sosiologi Kelas XI SMA-Dinas Pendidikan Jakarta,KELASMU,None
1153,sekolahmu,Pendidikan Agama Islam dan Budi Pekerti Kelas XI SMK - Dinas Pendidikan Jakarta,KELASMU,None
1154,sekolahmu,SMA Kelas 10 (Geografi) - Dinas Pendidikan DKI,KELASMU,None
1155,sekolahmu,Membuat Dashboard Laporan Interaktif Dengan Excel,PRAKERJA,pengembangan-diri
1156,sekolahmu,SMP Kelas 7 IPS - Dinas Pendidikan DKI,KELASMU,None
1157,sekolahmu,Bahasa Indonesia Kelas IX SMP - Dinas Pendidikan DKI,KELASMU,None
1158,sekolahmu,Pendidikan Agama Islam dan Budi Pekerti Kelas VIII SMP - DInas Pendidikan DKI,KELASMU,None
1159,sekolahmu,Biologi XI SMA MIPA - Dinas Pendidikan DKI,KELASMU,None
1160,sekolahmu,Fisika Kelas X SMA - Dinas Pendidikan Jakarta,KELASMU,None
1161,sekolahmu,Kelas PAUD TK A – Dinas Pendidikan DKI,KELASMU,None
1162,sekolahmu,Seni Budaya Kelas VIII SMP - Dinas Pendidikan Jakarta,KELASMU,None
1163,sekolahmu,IPA Kelas IX SMP - Dinas Pendidikan Jakarta,KELASMU,None
1164,sekolahmu,PJOK Kelas X SMK - Dinas Pendidikan Jakarta,KELASMU,None
1165,sekolahmu,Agama Kristen SMP Kelas VII - Dinas Pendidikan Jakarta,KELASMU,None
1166,sekolahmu,Web Desain,PRAKERJA,pengembangan-diri
1167,sekolahmu,"Mudahnya  desain pin, mug, banner, kaos distro dan manipulasi foto dengan coreldraw dan photoshop",PRAKERJA,pengembangan-diri
1168,sekolahmu,Kiat Sukses Berjualan Online,PRAKERJA,pengembangan-diri
1169,sekolahmu,Strategi Pemasaran Memenangkan Hati Millenials dan Gen Z,PRAKERJA,pengembangan-diri
1170,sekolahmu,Mengoptimalkan Sosial Media dengan Jitu,PRAKERJA,pengembangan-diri
1171,sekolahmu,Desain Grafis Kelas Dunia Dengan Adobe Ilustrator dan Photoshop,PRAKERJA,pengembangan-diri
1172,sekolahmu,Presentasi (Presentation),PRAKERJA,pengembangan-diri
1173,sekolahmu,Panen Orderan dengan Internet,PRAKERJA,pengembangan-diri
1174,sekolahmu,Pengolah Angka (Spreadsheet),PRAKERJA,pengembangan-diri
1175,sekolahmu,Bahasa dan Sastra Inggris Kelas 11 SMAN 34 Jakarta,KELASMU,None
1176,sekolahmu,Mudah Belajar Aplikasi Perkantoran dengan LPPK WTI,PRAKERJA,pengembangan-diri
1177,sekolahmu,Pengetikan Dasar (Office Word),PRAKERJA,pengembangan-diri
1178,sekolahmu,Pengolah Kata ( Word Processing ),PRAKERJA,pengembangan-diri
1179,sekolahmu,Sukses Mudah Interview Kerja,PRAKERJA,pengembangan-diri
1180,sekolahmu,Pembelajaran Jarak Jauh di Kondisi Darurat,KELASMU,None
1181,sekolahmu,Seni Budaya Kelas 5 #Sekolahlawancorona,KELASMU,None
1182,sekolahmu,Kelas Kilat: Melamar Kerja via Pos atau Langsung,PRAKERJA,pengembangan-diri
1183,sekolahmu,Da'i Milenial Melek Digital,PRAKERJA,pengembangan-diri
1184,sekolahmu,MASJIDKU KEREN,PRAKERJA,pengembangan-diri
1185,sekolahmu,Pelatihan Membuat Pembelajaran Jarak Jauh yang Menyenangkan dan Bermakna,KELASMU,None
1186,sekolahmu,Resep simple ala restoran bersama Chef DeaVialdo,PRAKERJA,pengembangan-diri
1187,sekolahmu,Menambah Penghasilan dengan Menjadi Guru Online,PRAKERJA,pengembangan-diri
